time,lead_i_mV,lead_ii_mV,lead_iii_mV
8.952,-6.12100697,-10.5126295,-4.39162254
8.956,-6.12580061,-10.5159025,-4.39010191
8.960,-6.12053919,-10.5073681,-4.3868289
8.964,-6.1364398,-10.5300493,-4.39360952
8.968,-6.13667345,-10.514266,-4.37759256
8.972,-6.14579248,-10.5370646,-4.39127207
8.976,-6.1363225,-10.5306339,-4.39431143
8.980,-6.13363361,-10.5205793,-4.38694572
8.984,-6.13760853,-10.5222158,-4.38460732
8.988,-6.1363225,-10.5114603,-4.37513781
8.992,-6.13421822,-10.5206966,-4.38647842
8.996,-6.1364398,-10.5362463,-4.3998065
9.000,-6.14076519,-10.5372982,-4.39653301
9.004,-6.12311125,-10.5281792,-4.40506792
9.008,-6.12708664,-10.5413904,-4.41430378
9.012,-6.13983011,-10.5491066,-4.40927649
9.016,-6.13410139,-10.551445,-4.41734362
9.020,-6.13199711,-10.5506258,-4.41862869
9.024,-6.11878586,-10.5341415,-4.41535568
9.028,-6.1172657,-10.533206,-4.41594028
9.032,-6.12743711,-10.5493402,-4.42190313
9.036,-6.15678263,-10.5786858,-4.42190313
9.040,-6.14415598,-10.5669937,-4.42283773
9.044,-6.13258123,-10.5487556,-4.41617441
9.048,-6.13328314,-10.5492229,-4.41593981
9.052,-6.13386774,-10.5501585,-4.41629076
9.056,-6.13795948,-10.5689821,-4.43102264
9.060,-6.12369585,-10.5564718,-4.43277597
9.064,-6.12486506,-10.5512104,-4.42634535
9.068,-6.12322855,-10.5582256,-4.43499708
9.072,-6.1312952,-10.5681629,-4.43686771
9.076,-6.13936234,-10.5784521,-4.43908978
9.080,-6.13059378,-10.5679293,-4.43733549
9.084,-6.12638521,-10.5611486,-4.43476343
9.088,-6.11960411,-10.5652409,-4.44563675
9.092,-6.11457682,-10.5620842,-4.44750738
9.096,-6.09961176,-10.5627851,-4.46317339
9.100,-6.08885574,-10.5356617,-4.44680595
9.104,-6.09364939,-10.5257235,-4.43207407
9.108,-6.0908432,-10.4877272,-4.39688396
9.112,-6.08897257,-10.4739313,-4.38495874
9.116,-6.10463905,-10.4805946,-4.37595558
9.120,-6.10253477,-10.4835176,-4.38098288
9.124,-6.08698511,-10.4673834,-4.38039827
9.128,-6.07833338,-10.4731121,-4.39477873
9.132,-6.05167723,-10.4344139,-4.38273668
9.136,-6.03975201,-10.4411955,-4.40144348
9.140,-6.05471706,-10.464695,-4.40997791
9.144,-6.05962753,-10.4520683,-4.3924408
9.148,-6.06594086,-10.4577971,-4.39185619
9.152,-6.07190323,-10.4932213,-4.42131805
9.156,-6.0706172,-10.5119276,-4.44131041
9.160,-6.05343103,-10.526659,-4.47322798
9.164,-6.06021214,-10.5252562,-4.46504402
9.168,-6.06687593,-10.5487556,-4.48187971
9.172,-6.09154463,-10.5543671,-4.46282244
9.176,-6.10569143,-10.5688648,-4.46317339
9.180,-6.13152933,-10.6026525,-4.47112322
9.184,-6.14731264,-10.6084986,-4.46118593
9.188,-6.15432739,-10.635272,-4.48094463
9.192,-6.15923786,-10.6471968,-4.48795891
9.196,-6.17116308,-10.6697607,-4.49859762
9.200,-6.17046165,-10.6649675,-4.49450588
9.204,-6.18098354,-10.6570177,-4.47603416
9.208,-6.17443657,-10.6561995,-4.48176289
9.212,-6.17759323,-10.6616945,-4.4841013
9.216,-6.18460798,-10.6750221,-4.49041414
9.220,-6.18636179,-10.6613436,-4.47498178
9.224,-6.18039894,-10.6543283,-4.47392941
9.228,-6.17969751,-10.6539774,-4.47427988
9.232,-6.1897521,-10.6763086,-4.48655653
9.236,-6.1773591,-10.6717482,-4.49438906
9.240,-6.18472481,-10.6767759,-4.49205112
9.244,-6.18028212,-10.6689425,-4.48866034
9.248,-6.1763072,-10.6834402,-4.50713301
9.252,-6.19185638,-10.7141886,-4.52233219
9.256,-6.21173191,-10.7425985,-4.53086662
9.260,-6.19781923,-10.7359343,-4.53811502
9.264,-6.14579248,-10.6417017,-4.49590921
9.268,-6.04115486,-10.4219046,-4.3807497
9.272,-5.81726551,-10.2369471,-4.41968155
9.276,-5.60459995,-10.0974693,-4.49286938
9.280,-5.38047695,-9.63706398,-4.25658703
9.284,-5.28390646,-9.2613039,-3.97739744
9.288,-5.27583933,-8.53948021,-3.26364088
9.292,-5.32353973,-8.37392998,-3.05039024
9.296,-5.6566267,-9.02338505,-3.36675835
9.300,-6.00187206,-9.73819447,-3.7363224
9.304,-6.18273735,-10.0872984,-3.90456104
9.308,-6.36231661,-10.4131355,-4.05081892
9.312,-6.40954971,-10.5921307,-4.18258095
9.316,-6.46192694,-10.7473917,-4.28546476
9.320,-6.42732048,-10.7841024,-4.35678196
9.324,-6.36032915,-10.7866745,-4.42634535
9.328,-6.30432749,-10.7565107,-4.45218325
9.332,-6.2364006,-10.6874151,-4.45101452
9.336,-6.20343113,-10.6246328,-4.42120171
9.340,-6.17899609,-10.6027699,-4.42377377
9.344,-6.17338419,-10.5986776,-4.42529345
9.348,-6.18110037,-10.613409,-4.43230867
9.352,-6.16718769,-10.6227617,-4.45557404
9.356,-6.17887926,-10.6329336,-4.45405436
9.360,-6.16286182,-10.6106033,-4.44774151
9.364,-6.15502882,-10.5943518,-4.43932295
9.368,-6.14240217,-10.595521,-4.4531188
9.372,-6.13912868,-10.6003141,-4.46118546
9.376,-6.14099932,-10.6113043,-4.47030497
9.380,-6.12544966,-10.5895586,-4.46410894
9.384,-6.12018871,-10.5793867,-4.459198
9.388,-6.11574602,-10.5756454,-4.45989943
9.392,-6.11527824,-10.572957,-4.45767879
9.396,-6.11329079,-10.5741262,-4.46083546
9.400,-6.10674334,-10.5598621,-4.4531188
9.404,-6.11831808,-10.5500412,-4.43172312
9.408,-6.10311937,-10.5430269,-4.43990755
9.412,-6.10428858,-10.5507431,-4.44645452
9.416,-6.08897257,-10.5488729,-4.45990038
9.420,-6.08733606,-10.545248,-4.45791197
9.424,-6.08102274,-10.5293484,-4.44832563
9.428,-6.07880116,-10.5191765,-4.44037533
9.432,-6.06746054,-10.5213976,-4.45393705
9.436,-6.06874657,-10.5008211,-4.43207455
9.440,-6.0717864,-10.4879608,-4.41617441
9.444,-6.05635405,-10.4714756,-4.41512156
9.448,-6.05132675,-10.4622393,-4.41091251
9.452,-6.04875469,-10.4444685,-4.39571381
9.456,-6.0644207,-10.4325438,-4.36812305
9.460,-6.05541849,-10.4026136,-4.34719515
9.464,-6.04244137,-10.3777113,-4.33526993
9.468,-6.00865316,-10.3668385,-4.35818529
9.472,-5.99053144,-10.3463783,-4.35584688
9.476,-5.98480272,-10.3408833,-4.35608053
9.480,-5.97135782,-10.3041725,-4.33281469
9.484,-5.96890259,-10.293066,-4.32416344
9.488,-5.95557451,-10.2720213,-4.31644678
9.492,-5.95300245,-10.2638378,-4.31083536
9.496,-5.94458437,-10.2487555,-4.30417109
9.500,-5.96013403,-10.2433777,-4.28324366
9.504,-5.95615911,-10.2257233,-4.26956415
9.508,-5.95534039,-10.2312183,-4.27587795
9.512,-5.9594326,-10.2377653,-4.27833271
9.516,-5.96375847,-10.2561207,-4.29236221
9.520,-5.97720337,-10.2610312,-4.28382778
9.524,-5.99684477,-10.2881556,-4.29131079
9.528,-6.00584698,-10.3014832,-4.29563618
9.532,-6.00795174,-10.3383112,-4.33035946
9.536,-6.03823233,-10.3770094,-4.33877707
9.540,-6.03542614,-10.3926764,-4.35725021
9.544,-6.03437424,-10.4348822,-4.40050793
9.548,-6.03414011,-10.4501972,-4.41605711
9.552,-6.05728912,-10.4897146,-4.4324255
9.556,-6.06734371,-10.5019903,-4.43464661
9.560,-6.08581591,-10.5243206,-4.4385047
9.564,-6.10054731,-10.5379992,-4.43745184
9.568,-6.1104846,-10.5513277,-4.44084311
9.572,-6.12521601,-10.5744762,-4.44926023
9.576,-6.13199711,-10.586051,-4.45405388
9.580,-6.14181757,-10.5911951,-4.44937754
9.584,-6.14216852,-10.6028862,-4.46071768
9.588,-6.15327501,-10.5989113,-4.44563627
9.592,-6.1701107,-10.6129408,-4.44283009
9.596,-6.1689415,-10.6269703,-4.45802879
9.600,-6.19711781,-10.6242819,-4.42716408
9.604,-6.18437433,-10.6194887,-4.43511438
9.608,-6.16964293,-10.6246328,-4.45498991
9.612,-6.13375044,-10.6210079,-4.48725748
9.616,-6.13012648,-10.6194887,-4.48936224
9.620,-6.13106155,-10.6284904,-4.49742889
9.624,-6.20728922,-10.6248665,-4.41757727
9.628,-6.22225428,-10.6303616,-4.40810728
9.632,-6.20109272,-10.6275549,-4.42646217
9.636,-6.17806101,-10.6426373,-4.46457624
9.640,-6.15923786,-10.6344528,-4.47521496
9.644,-6.22190332,-10.6249828,-4.40307951
9.648,-6.31555128,-10.6245155,-4.30896425
9.652,-6.35553551,-10.6392469,-4.28371143
9.656,-6.29579258,-10.6362066,-4.34041405
9.660,-6.16929245,-10.6387787,-4.46948624
9.664,-6.09388304,-10.6208916,-4.52700853
9.668,-6.08698511,-10.6227617,-4.53577662
9.672,-6.17455339,-10.6433382,-4.46878481
9.676,-6.16613579,-10.6270876,-4.46095181
9.680,-6.16145897,-10.6200733,-4.45861435
9.684,-6.14474058,-10.6348038,-4.49006319
9.688,-6.08605003,-10.6122398,-4.5261898
9.692,-6.08347797,-10.6238136,-4.54033566
9.696,-6.12930775,-10.6115379,-4.48223019
9.700,-6.1493001,-10.6298933,-4.4805932
9.704,-6.11773348,-10.6194887,-4.50175524
9.708,-6.14415598,-10.6191378,-4.47498178
9.712,-6.25089788,-10.6312962,-4.38039827
9.716,-6.29333735,-10.6240482,-4.33071089
9.720,-6.24926138,-10.6200733,-4.37081194
9.724,-6.12170839,-10.6132917,-4.49158335
9.728,-6.10101461,-10.6051083,-4.50409365
9.732,-6.12252712,-10.6030035,-4.48047638
9.736,-6.20343113,-10.5916624,-4.38823128
9.740,-6.27638531,-10.5903769,-4.31399155
9.744,-6.23429632,-10.5848818,-4.35058546
9.748,-6.18718004,-10.5871029,-4.39992285
9.752,-6.12802172,-10.6143436,-4.48632193
9.756,-6.09107733,-10.6282568,-4.53717947
9.760,-6.14824772,-10.6158638,-4.46761608
9.764,-6.1156292,-10.6114216,-4.49579239
9.768,-6.08371162,-10.6061602,-4.52244854
9.772,-6.06044579,-10.6160975,-4.55565166
9.776,-6.05541849,-10.6117716,-4.55635309
9.780,-6.07389069,-10.6163321,-4.54244137
9.784,-6.0773983,-10.6143436,-4.53694534
9.788,-6.08944035,-10.6003141,-4.51087379
9.792,-6.10779572,-10.6162148,-4.50841904
9.796,-6.15701628,-10.6155128,-4.45849657
9.800,-6.19828701,-10.5914288,-4.39314175
9.804,-6.24575377,-10.595521,-4.34976721
9.808,-6.17806101,-10.5957546,-4.41769361
9.812,-6.15491199,-10.5911951,-4.43628311
9.816,-6.0897913,-10.5934162,-4.50362492
9.820,-6.06266737,-10.5871029,-4.52443552
9.824,-6.09271383,-10.5848818,-4.49216795
9.828,-6.13152933,-10.5859337,-4.45440435
9.832,-6.18659544,-10.5785685,-4.39197302
9.836,-6.15070295,-10.573307,-4.42260408
9.840,-6.10627604,-10.582777,-4.47650099
9.844,-6.06313467,-10.5777502,-4.51461554
9.848,-6.0655899,-10.5786858,-4.51309586
9.852,-6.07470942,-10.570385,-4.49567556
9.856,-6.08675146,-10.5714369,-4.48468542
9.860,-6.07845068,-10.5596285,-4.48117781
9.864,-6.07646275,-10.5128632,-4.43640041
9.868,-6.07026672,-10.504796,-4.4345293
9.872,-6.08160734,-10.4762688,-4.39466143
9.876,-6.09902716,-10.4518347,-4.35280752
9.880,-6.08628368,-10.4361677,-4.34988403
9.884,-6.08382845,-10.424243,-4.34041452
9.888,-6.09248018,-10.4302053,-4.33772516
9.892,-6.12720346,-10.4530039,-4.32580042
9.896,-6.17876244,-10.4415455,-4.26278305
9.900,-6.41668129,-10.4383888,-4.02170753
9.904,-6.39797497,-10.4408445,-4.04286957
9.908,-6.13667345,-10.4472752,-4.31060171
9.912,-5.951015,-10.4371033,-4.48608828
9.916,-5.85912085,-10.4406109,-4.58149004
9.920,-5.89805317,-10.4587326,-4.56067944
9.924,-5.95767879,-10.48913,-4.53145123
9.928,-5.99544191,-10.4961443,-4.50070238
9.932,-6.01379728,-10.4988337,-4.48503637
9.936,-6.03577709,-10.5147333,-4.47895622
9.940,-6.0785675,-10.5286465,-4.45007896
9.944,-6.0908432,-10.5353107,-4.44446754
9.948,-6.1156292,-10.5381165,-4.42248726
9.952,-6.14438963,-10.570034,-4.4256444
9.956,-6.14731264,-10.5855837,-4.43827105
9.960,-6.14918327,-10.5851154,-4.43593216
9.964,-6.16426516,-10.5720215,-4.40775633
9.968,-6.15619802,-10.5771656,-4.42096758
9.972,-6.16695404,-10.5963392,-4.42938519
9.976,-6.17127991,-10.60464,-4.4333601
9.980,-6.16590166,-10.5899096,-4.42400789
9.984,-6.17607307,-10.5935335,-4.41746044
9.988,-6.16484976,-10.5842972,-4.41944742
9.992,-6.17467022,-10.5883894,-4.41371918
9.996,-6.18577719,-10.6037054,-4.41792822
